vt,alpha,beta,phi,theta,psi,P,Q,R,pos_n,pos_e,alt,pow
552.4031748758227,0.040007464569641354,-0.010587607891345932,0.0003691449714134233,0.019541257874583516,-0.057189534197537084,0.0,0.0,0.0,0.0,0.0,3573.523959764821,7.387812834635851
552.3891157229668,0.03914335850860399,-0.01040461462347686,0.0003917398044443442,0.019422387777936184,-0.05726511061653795,0.0012362905890365673,-0.006642549053413114,-0.004447940607497063,18.367265499257137,-1.2461049494507745,3573.154237377378,7.450287890436297
552.3768023118923,0.038190241865701496,-0.010088843048258422,0.0004355320872515911,0.019127659777550925,-0.057480541665653216,0.0015429282577482948,-0.010666977666821568,-0.00837869300893959,36.73447523706368,-2.490301670576964,3572.797420212613,7.524740547009905
552.3661638014327,0.037209164596829325,-0.009659664578088685,0.0004787732986564645,0.01873412543316326,-0.057818071557747264,0.0013994762348988805,-0.012663634949354786,-0.01176640417304015,55.10163959402064,-3.73274256869223,3572.452059331047,7.608958096262012
552.3571312066618,0.03624524866799486,-0.009136278758287835,0.0005126386036345871,0.018300817842319638,-0.058259351966406026,0.0010814738197882717,-0.013116548986467993,-0.014602173810533971,73.46877364082397,-4.973592523951998,3572.1169788650413,7.700869232919787
552.3496377474295,0.03533143878949941,-0.008537399441430315,0.0005331729891223492,0.017872792737781966,-0.058786066600637184,0.0007377102190725092,-0.012426158066439041,-0.01689093220519283,91.83589541741175,-6.213024064420238,3571.7912366233886,7.798557310654846
552.3436139339627,0.03448940564385501,-0.007881130960154584,0.0005421371657735118,0.01748213078219615,-0.05938013138061122,0.00042656743571158604,-0.010913729658987834,-0.018649074460746932,110.20302607432367,-7.45121483240869,3571.474105402742,7.900223455528493
552.3389881902289,0.03373332048200349,-0.007184581611768751,0.0005408892846078088,0.01715198497872213,-0.060024283542855085,0.0001758300122442407,-0.008844145989046722,-0.019901464794308342,128.57018795512943,-8.688342186687846,3571.165030113722,8.004215881969058
552.335683489155,0.03307031954793756,-0.0064637865522637955,0.0005318256986677274,0.016897107844694417,-0.06070215000557643,-1.8226245974617937e-05,-0.006428173012464123,-0.02068041158543014,146.9374046797917,-9.924581411981567,3570.8636143517338,8.109009039698067
552.333616623248,0.0325025553247844,-0.005733478580807154,0.0005169980078767528,0.016726065518548223,-0.061398545886540236,-0.00016604265085399614,-0.0038344587775165566,-0.02102341879865667,165.304700123771,-11.160102017705256,3570.5695897880705,8.213212488182988
552.3326986120486,0.03202857240675789,-0.005006933354982533,0.0004979068941707532,0.016642726421521023,-0.06209965694758591,-0.00027574215217163043,-0.001197473860667278,-0.020971622286895465,183.67209762621135,-12.395065001234657,3570.2827931520383,8.315580537351108
552.3328326369663,0.03164336502465941,-0.0042960040385007815,0.0004757281258107094,0.016646369397105343,-0.06279300653487327,-0.0003581083721618584,0.0013820075720941006,-0.02056931114057801,202.03962010153697,-13.629622617642397,3570.0031588483043,8.41499511751022
552.3339169451418,0.031340357372247954,-0.003610929839753481,0.00045141301793795495,0.01673383244895993,-0.06346767885711876,-0.000419701682069641,0.00382538036685575,-0.019861750765100886,220.40728872489382,-14.863914580868986,3569.7306845268395,8.510488325502248
552.3358456709369,0.03111174016786213,-0.0029603497341531555,0.00042590043823516566,0.01689991511001813,-0.06411431190242947,-0.00046733026941127943,0.0060740876578825225,-0.018894567821341652,238.7751227030438,-16.098067438465318,3569.4654201732446,8.601239956277082
