vt,alpha,beta,phi,theta,psi,P,Q,R,pos_n,pos_e,alt,pow
561.0970321713905,0.038795825283044885,-0.01744064300949318,0.005335425377135774,0.016385817976296214,-0.03260543021683557,0.0,0.0,0.0,0.0,0.0,3585.051718216327,7.168299714041612
561.0778657259469,0.03793194202798188,-0.017123456077372253,0.005374038550989554,0.016284435648173497,-0.03273480174567101,0.0020857984759381264,-0.0056665159292555705,-0.00758149272560425,18.674896042914366,-0.9375266051916917,3584.6416892484835,7.240707092196595
561.060522639971,0.037001896015592055,-0.01658078220541075,0.005448661114444025,0.01603768732923947,-0.03310266523245821,0.002580150335281128,-0.008907915601590568,-0.01424946208975164,37.3496471025758,-1.8715920806721522,3584.2451342698214,7.3301702956106
561.0450272979069,0.03606070710347018,-0.015846561059565407,0.00552212857250403,0.015716349556617912,-0.033677408599332985,0.0023213936357462605,-0.010298968318211652,-0.019962514984447767,56.024262778361845,-2.8024692400841427,3583.860703631902,7.434175795471185
561.031392617108,0.035148337347314755,-0.014954337796201193,0.00557994860866492,0.015373670866972196,-0.03442659225663302,0.0017756163879697011,-0.010305198802665092,-0.024709781879350728,74.69876059292599,-3.730450183507733,3583.4873154438988,7.550267044541006
561.0196188426937,0.03429330424492228,-0.013936692944210486,0.005615592777454185,0.015049506069658812,-0.03531805735712824,0.0011955861134928998,-0.00930790928073886,-0.02850456022211302,93.37316383272804,-4.6558381042343955,3583.1241130763888,7.676073562685506
561.0096898490576,0.03351375271318992,-0.012824978377349184,0.005631853976908058,0.014771520481167606,-0.03632030086637377,0.0006749155450163349,-0.007610353098192325,-0.031380222937827947,112.04750105389084,-5.578942401046025,3582.7704454139894,7.809296737594735
561.0015737890878,0.03282075074085479,-0.011648699184563138,0.005631167414039416,0.014558879786943668,-0.03740340353144085,0.00025607987959680786,-0.005459370674956405,-0.03338471528373685,130.72180390695476,-6.500070300336099,3582.42582512023,7.947750204780648
560.9952214863634,0.0322189073127032,-0.010435358969937187,0.005617600574212112,0.014422937322824516,-0.03853917749217552,-7.124092016328842e-05,-0.0030487573422599236,-0.03457857186065479,149.39610673434268,-7.419523550288145,3582.089913782505,8.089353339011915
560.9905679177722,0.03170857306424118,-0.00921002160582097,0.005594230404716106,0.014369650297205666,-0.03970172270846351,-0.0003195416477194443,-0.000532898518469575,-0.03503044521615023,168.07044493382128,-8.337591589355537,3581.762488457765,8.232161060447234
560.9875327561363,0.03128651389070327,-0.007995200955178403,0.0055636118201596385,0.014400330580141663,-0.040867547082633446,-0.0005056093217911469,0.0019691932306531187,-0.03481539122239522,186.74485436258914,-9.254548966603341,3581.4434268017853,8.374368217178052
560.9860216388153,0.030946782052421087,-0.006810765253946945,0.00552767450274623,0.014512624265444187,-0.042015694469767516,-0.0006450083752039858,0.004368436773185511,-0.03401257635612262,205.41937055694513,-10.170652490192442,3581.132688299216,8.514316292286715
560.9859293797132,0.030682182482596736,-0.005673704332996075,0.0054882137737889075,0.014702120192061423,-0.04312800490804296,-0.0007498536130171397,0.006596712262833192,-0.03270233313464535,224.09402745191355,-11.086136333806273,3580.8302870319785,8.650518694813986
560.9871403757569,0.030483988273196504,-0.004598320536193392,0.005446313427316543,0.014962090340660808,-0.044188946930779426,-0.0008273667403366676,0.008608234020580724,-0.03096578346645849,242.76885746772794,-12.001213410175595,3580.5362907269437,8.781647120338716
560.9895314479888,0.030342789187086223,-0.003596239726654289,0.005402562335899906,0.015284458972106238,-0.04518563577452413,-0.0008777519171594512,0.010373905716818356,-0.028882707043739127,261.4438907270134,-12.916073260911425,3580.250801523276,8.906540176409884
560.992975215634,0.030249474388149185,-0.0026763586204461695,0.005358297909814522,0.01566091678324463,-0.04610789314977615,-0.0009100185163117941,0.011875063688235541,-0.026529475029928543,280.11915413849664,-13.830878976128407,3579.9739331268015,9.02421897118638
560.9973407731339,0.030194865965095182,-0.001845109781407146,0.0053143923768580355,0.01608257410354273,-0.046948018199848306,-0.0009290801395403299,0.013105035337185596,-0.023978950621694008,298.79467162012065,-14.74576966209628,3579.7058133298833,9.133871988854006
