x,y,z,vx,vy,vz,theta1,theta2,u1,u2,u3,ox_1,oy_1,oz_1,ox_2,oy_2,oz_2,ox_3,oy_3,oz_3,ox_4,oy_4,oz_4,ox_5,oy_5,oz_5,ox_6,oy_6,oz_6,ox_7,oy_7,oz_7,ox_8,oy_8,oz_8
6.524206885614152,12.202406235730223,2.4047238249787672,-0.00899091796547139,-0.02486780651627865,0.05445147039538806,0.03071819935822144,-0.008426307374755452,0.19447562,0.06714625,0.45318955,5.3387536592871125,12.374798163165632,1.4967436428008885,5.8238395233291556,12.945200454839867,3.5674086327066568,6.0515793766364245,13.863384522191014,1.8450340639971463,8.154571730672618,11.005641573300062,2.830012469096821,6.897674703800256,12.624609985428442,0.3586547960333908,6.576551456894675,14.44397303872713,2.6040396276561384,5.086963596275796,14.002168771602499,2.5882407382624883,8.64234704534609,11.15144195828292,2.1620666170297387
6.523307793817605,12.199919455078595,2.410168972018306,-0.014910015995120636,-0.05057824377003285,0.10882710878146062,0.06139139571952134,-0.016535588074763435,0.19402559,0.070316516,0.45243123,5.3387536592871125,12.374798163165632,1.4967436428008885,5.8238395233291556,12.945200454839867,3.5674086327066568,6.0515793766364245,13.863384522191014,1.8450340639971463,8.154571730672618,11.005641573300062,2.830012469096821,6.897674703800256,12.624609985428442,0.3586547960333908,6.576551456894675,14.44397303872713,2.6040396276561384,5.086963596275796,14.002168771602499,2.5882407382624883,8.64234704534609,11.15144195828292,2.1620666170297387
6.521816792218093,12.194861630701592,2.421051682896452,-0.017761794388639892,-0.07709960909378785,0.16319775825876548,0.09200638963531418,-0.024375641299843518,0.19344357,0.07300879,0.45238134,5.3387536592871125,12.374798163165632,1.4967436428008885,5.8238395233291556,12.945200454839867,3.5674086327066568,6.0515793766364245,13.863384522191014,1.8450340639971463,8.154571730672618,11.005641573300062,2.830012469096821,6.897674703800256,12.624609985428442,0.3586547960333908,6.576551456894675,14.44397303872713,2.6040396276561384,5.086963596275796,14.002168771602499,2.5882407382624883,8.64234704534609,11.15144195828292,2.1620666170297387
6.520040612779229,12.187151669792213,2.4373714587223287,-0.017552073390579865,-0.10440497974005086,0.21756474801088113,0.12255052405928193,-0.031930750050226483,0.19273497,0.075858235,0.45234475,5.3387536592871125,12.374798163165632,1.4967436428008885,5.8238395233291556,12.945200454839867,3.5674086327066568,6.0515793766364245,13.863384522191014,1.8450340639971463,8.154571730672618,11.005641573300062,2.830012469096821,6.897674703800256,12.624609985428442,0.3586547960333908,6.576551456894675,14.44397303872713,2.6040396276561384,5.086963596275796,14.002168771602499,2.5882407382624883,8.64234704534609,11.15144195828292,2.1620666170297387
6.518285405440171,12.176711171818209,2.459127933523417,-0.014287938950123062,-0.13246586126135218,0.2719289780679437,0.15300898574708177,-0.039184505167205674,0.19187824,0.07887177,0.45231715,5.8238395233291556,12.945200454839867,3.5674086327066568,5.3387536592871125,12.374798163165632,1.4967436428008885,6.0515793766364245,13.863384522191014,1.8450340639971463,8.154571730672618,11.005641573300062,2.830012469096821,6.897674703800256,12.624609985428442,0.3586547960333908,6.576551456894675,14.44397303872713,2.6040396276561384,5.086963596275796,14.002168771602499,2.5882407382624883,8.64234704534609,11.15144195828292,2.1620666170297387
6.516856611545158,12.163464585692074,2.4863208313302114,-0.007977958340886274,-0.1612521182943514,0.32629145574844987,0.18336607483527986,-0.04611988654446547,0.19086452,0.08205551,0.45229962,5.8238395233291556,12.945200454839867,3.5674086327066568,5.3387536592871125,12.374798163165632,1.4967436428008885,6.0515793766364245,13.863384522191014,1.8450340639971463,8.154571730672618,11.005641573300062,2.830012469096821,6.897674703800256,12.624609985428442,0.3586547960333908,6.576551456894675,14.44397303872713,2.6040396276561384,5.086963596275796,14.002168771602499,2.5882407382624883,8.64234704534609,11.15144195828292,2.1620666170297387
6.5160588157110695,12.14733937386264,2.5189499769050565,0.009407903553364988,-0.1814544592564941,0.3705308095624493,0.20195376415919192,-0.03419516617566645,0.18968493,0.08541983,0.45229435,5.8238395233291556,12.945200454839867,3.5674086327066568,5.3387536592871125,12.374798163165632,1.4967436428008885,6.0515793766364245,13.863384522191014,1.8450340639971463,8.154571730672618,11.005641573300062,2.830012469096821,6.897674703800256,12.624609985428442,0.3586547960333908,6.576551456894675,14.44397303872713,2.6040396276561384,5.086963596275796,14.002168771602499,2.5882407382624883,8.64234704534609,11.15144195828292,2.1620666170297387
6.516999606066406,12.12919392793699,2.5560030578613016,0.028652534380007456,-0.20046432818175686,0.4148845864130241,0.22041497838735508,-0.022238561047202895,0.18842018,0.08573868,0.45343858,5.8238395233291556,12.945200454839867,3.5674086327066568,5.3387536592871125,12.374798163165632,1.4967436428008885,6.0515793766364245,13.863384522191014,1.8450340639971463,8.154571730672618,11.005641573300062,2.830012469096821,6.897674703800256,12.624609985428442,0.3586547960333908,6.576551456894675,14.44397303872713,2.6040396276561384,5.086963596275796,14.002168771602499,2.5882407382624883,8.64234704534609,11.15144195828292,2.1620666170297387
6.519864859504407,12.109147495118815,2.597491516502604,0.04974328662946624,-0.2182785365941733,0.4592686096405902,0.23874462728310553,-0.010123171380231876,0.18710452,0.08732653,0.45374104,5.8238395233291556,12.945200454839867,3.5674086327066568,5.3387536592871125,12.374798163165632,1.4967436428008885,6.0515793766364245,13.863384522191014,1.8450340639971463,8.154571730672618,11.005641573300062,2.830012469096821,6.897674703800256,12.624609985428442,0.3586547960333908,6.576551456894675,14.44397303872713,2.6040396276561384,8.64234704534609,11.15144195828292,2.1620666170297387,5.086963596275796,14.002168771602499,2.5882407382624883
6.524839188167354,12.087319641459398,2.643418377466663,0.07266700376850008,-0.2348812060398926,0.5,0.25692959186412817,0.002151398451076302,0.18565768,0.08891833,0.45409593,5.8238395233291556,12.945200454839867,3.5674086327066568,5.3387536592871125,12.374798163165632,1.4967436428008885,8.154571730672618,11.005641573300062,2.830012469096821,6.0515793766364245,13.863384522191014,1.8450340639971463,6.576551456894675,14.44397303872713,2.6040396276561384,8.64234704534609,11.15144195828292,2.1620666170297387,6.897674703800256,12.624609985428442,0.3586547960333908,5.086963596275796,14.002168771602499,2.5882407382624883
